"age","ageshare","femratio","msm_rate","wsw_rate"
86,0.00339531355851811,0.612025081734887,0.00567513595547012,0.0146304542160896
87,0.00282678274235873,0.635063797601627,0.00618315391631684,0.0144496310888306
88,0.00252649705329187,0.646967774210865,0.00647162491797101,0.0143612469481479
89,0.00224594133105218,0.659909576561736,0.00680815772357329,0.0142687750085261
90,0.00174579102784358,0.678566920950185,0.00554830231755851,0.0137844896492701
91,0.00136635283965715,0.689580759876452,0.00580194442300371,0.0136983970761753
92,0.000558416932003099,0.705665613245355,0.00620647308704757,0.0135774938741127
93,0.000402723819055667,0.716965492611218,0.00651815761540169,0.0134958015247449
94,0.000340712625216611,0.729984290131315,0.00690959678446602,0.0134048177622306
95,0.000312377651802787,0.784787359961621,0.00504245214857419,0.0160488903963371
96,0.000346187584818727,0.798290962250972,0.00541721929919925,0.0158864921357641
97,0.000243862110278576,0.807704775259585,0.00570961886352174,0.0157764911312237
98,0.000161855259612611,0.821638693571827,0.00619906975825823,0.0156182990743252
99,0.000104087356518209,0.827341641954735,0.0064221783014571,0.015555090117888
100,0.000146716152091887,0.848106040925042,0.0073760638456023,0.0153321289291936
